@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 38\nSize of the tree: 75\n','Number of leaves: 42\nSize of the tree: 83\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 35\nSize of the tree: 69\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 33\nSize of the tree: 65\n','Number of leaves: 31\nSize of the tree: 61\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 34\nSize of the tree: 67\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 43\nSize of the tree: 85\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 62\nSize of the tree: 123\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 60\nSize of the tree: 119\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 53\nSize of the tree: 105\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 11\nSize of the tree: 21\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 4\nSize of the tree: 7\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data

Atributos5,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,35,25,0,58.333333,41.666667,0,0.166667,0.436993,0.604889,87.398555,120.977796,60,11863.150978,-11803.150978,1,197.719183,-196.719183,8.02844,0.133807,13.380734,0.566667,17,0.4,12,0.6,18,0.433333,13,0.586207,0.566667,0.576271,0.166759,0.57,0.571201,0.583333,0.416667,0.583333,0.416667,0.583426,0.583333,0.583218,0.166759,0.57,0.560012,0.583218,0.583333,0.031,0,0.03125,0,31.25,0,19455,265469,32669,75,73.333333,'Number of leaves: 40\nSize of the tree: 79\n',79,40,40,?
Atributos5,5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,34,26,0,56.666667,43.333333,0,0.133333,0.43936,0.643248,87.871935,128.649518,60,19364.26419,-19304.26419,1,322.737736,-321.737736,7.462185,0.12437,12.436975,0.533333,16,0.4,12,0.6,18,0.466667,14,0.571429,0.533333,0.551724,0.133631,0.538889,0.522346,0.566667,0.433333,0.566667,0.433333,0.566964,0.566667,0.566185,0.133631,0.538889,0.524835,0.566185,0.566667,0.028,0,0.03125,0,31.25,0,24551,265469,32669,63.333333,57.5,'Number of leaves: 54\nSize of the tree: 107\n',107,54,54,?
Atributos5,5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,41,19,0,68.333333,31.666667,0,0.366667,0.353783,0.522371,70.756501,104.474215,60,11837.911514,-11777.911514,1,197.298525,-196.298525,18.486898,0.308115,30.811497,0.833333,25,0.466667,14,0.533333,16,0.166667,5,0.641026,0.833333,0.724638,0.384371,0.686111,0.631973,0.683333,0.316667,0.683333,0.316667,0.701465,0.683333,0.676044,0.384371,0.686111,0.634825,0.676044,0.683333,0.027,0,0.03125,0,31.25,0,17999,265469,32669,80,71.666667,'Number of leaves: 36\nSize of the tree: 71\n',71,36,36,?
Atributos5,5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,38,22,0,63.333333,36.666667,0,0.266667,0.421648,0.541706,84.329547,108.341228,60,4354.269227,-4294.269227,1,72.571154,-71.571154,9.847055,0.164118,16.411758,0.6,18,0.333333,10,0.666667,20,0.4,12,0.642857,0.6,0.62069,0.267261,0.649444,0.645418,0.633333,0.366667,0.633333,0.366667,0.633929,0.633333,0.632925,0.267261,0.649444,0.643862,0.632925,0.633333,0.031,0,0.03125,0,31.25,0,13631,265469,32669,90,80.833333,'Number of leaves: 24\nSize of the tree: 47\n',47,24,24,?
Atributos5,6,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,33,27,0,55,45,0,0.1,0.392962,0.545014,78.592322,109.002839,60,10771.140909,-10711.140909,1,179.519015,-178.519015,12.852253,0.214204,21.420421,0.7,21,0.6,18,0.4,12,0.3,9,0.538462,0.7,0.608696,0.104828,0.647778,0.632625,0.55,0.45,0.55,0.45,0.554945,0.55,0.539642,0.104828,0.647778,0.614702,0.539642,0.55,0.026,0,0.03125,0,31.25,0,19455,265469,32669,83.333333,74.166667,'Number of leaves: 40\nSize of the tree: 79\n',79,40,40,?
Atributos5,6,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,34,26,0,56.666667,43.333333,0,0.133333,0.415182,0.568154,83.036454,113.63071,60,13987.523102,-13927.523102,1,233.125385,-232.125385,10.358564,0.172643,17.264274,0.5,15,0.366667,11,0.633333,19,0.5,15,0.576923,0.5,0.535714,0.134535,0.611667,0.565107,0.566667,0.433333,0.566667,0.433333,0.567873,0.566667,0.564732,0.134535,0.611667,0.588747,0.564732,0.566667,0.031,0,0.03125,0,31.25,0,16907,265469,32669,78.333333,71.666667,'Number of leaves: 33\nSize of the tree: 65\n',65,33,33,?
Atributos5,6,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,33,27,0,55,45,0,0.1,0.418768,0.565507,83.75354,113.101453,60,9708.827517,-9648.827517,1,161.813792,-160.813792,9.670093,0.161168,16.116822,0.433333,13,0.333333,10,0.666667,20,0.566667,17,0.565217,0.433333,0.490566,0.102839,0.616667,0.552447,0.55,0.45,0.55,0.45,0.552879,0.55,0.54379,0.102839,0.616667,0.601773,0.54379,0.55,0.032,0,0.03125,0,31.25,0,19455,265469,32669,83.333333,73.333333,'Number of leaves: 40\nSize of the tree: 79\n',79,40,40,?
Atributos5,6,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,43,17,0,71.666667,28.333333,0,0.433333,0.251522,0.394342,50.304322,78.868422,60,2179.597358,-2119.597358,1,36.326623,-35.326623,30.27113,0.504519,50.451883,0.866667,26,0.433333,13,0.566667,17,0.133333,4,0.666667,0.866667,0.753623,0.454257,0.866111,0.855165,0.716667,0.283333,0.716667,0.283333,0.738095,0.716667,0.710145,0.454257,0.866111,0.835315,0.710145,0.716667,0.03,0,0.03125,0,31.25,0,17271,265469,32669,95,75,'Number of leaves: 34\nSize of the tree: 67\n',67,34,34,?
Atributos5,6,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,33,27,0,55,45,0,0.1,0.460715,0.621793,92.143084,124.35869,60,16144.086017,-16084.086017,1,269.0681,-268.0681,5.026206,0.08377,8.37701,0.466667,14,0.366667,11,0.633333,19,0.533333,16,0.56,0.466667,0.509091,0.101419,0.542222,0.522922,0.55,0.45,0.55,0.45,0.551429,0.55,0.546853,0.101419,0.542222,0.529988,0.546853,0.55,0.029,0,0.03125,0,31.25,0,17999,265469,32669,73.333333,72.5,'Number of leaves: 36\nSize of the tree: 71\n',71,36,36,?
Atributos5,6,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,46,14,0,76.666667,23.333333,0,0.533333,0.237152,0.461581,47.430369,92.316263,60,7544.37262,-7484.37262,1,125.739544,-124.739544,31.668757,0.527813,52.781261,0.733333,22,0.2,6,0.8,24,0.266667,8,0.785714,0.733333,0.758621,0.534522,0.815556,0.768416,0.766667,0.233333,0.766667,0.233333,0.767857,0.766667,0.766407,0.534522,0.815556,0.771375,0.766407,0.766667,0.036,0,0.03125,0,31.25,0,26735,265469,32669,85,59.166667,'Number of leaves: 60\nSize of the tree: 119\n',119,60,60,?
Atributos5,6,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,35,25,0,58.333333,41.666667,0,0.166667,0.402553,0.588738,80.510654,117.74768,60,15066.911081,-15006.911081,1,251.115185,-250.115185,11.930246,0.198837,19.883744,0.533333,16,0.366667,11,0.633333,19,0.466667,14,0.592593,0.533333,0.561404,0.167506,0.583889,0.545943,0.583333,0.416667,0.583333,0.416667,0.584175,0.583333,0.582289,0.167506,0.583889,0.559435,0.582289,0.583333,0.031,0,0.03125,0,31.25,0,20183,265469,32669,73.333333,65.833333,'Number of leaves: 42\nSize of the tree: 83\n',83,42,42,?
Atributos5,6,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,35,25,0,58.333333,41.666667,0,0.166667,0.387189,0.565656,77.437747,113.13119,60,12918.272357,-12858.272357,1,215.304539,-214.304539,13.516623,0.225277,22.527705,0.5,15,0.333333,10,0.666667,20,0.5,15,0.6,0.5,0.545455,0.169031,0.646667,0.58515,0.583333,0.416667,0.583333,0.416667,0.585714,0.583333,0.58042,0.169031,0.646667,0.614585,0.58042,0.583333,0.024,0,0.03125,0,31.25,0,17271,265469,32669,78.333333,67.5,'Number of leaves: 34\nSize of the tree: 67\n',67,34,34,?
Atributos5,6,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,44,16,0,73.333333,26.666667,0,0.466667,0.307959,0.419942,61.591813,83.988426,60,1113.393983,-1053.393983,1,18.556566,-17.556566,23.903636,0.398394,39.839394,0.766667,23,0.3,9,0.7,21,0.233333,7,0.71875,0.766667,0.741935,0.467707,0.823889,0.791258,0.733333,0.266667,0.733333,0.266667,0.734375,0.733333,0.733037,0.467707,0.823889,0.800331,0.733037,0.733333,0.024,0,0.03125,0,31.25,0,12175,265469,32669,98.333333,85,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20,?
Atributos5,6,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,32,28,0,53.333333,46.666667,0,0.066667,0.454482,0.610034,90.896337,122.006706,60,16141.166722,-16081.166722,1,269.019445,-268.019445,5.462275,0.091038,9.103792,0.666667,20,0.6,18,0.4,12,0.333333,10,0.526316,0.666667,0.588235,0.069171,0.561111,0.545834,0.533333,0.466667,0.533333,0.466667,0.535885,0.533333,0.524887,0.069171,0.561111,0.541029,0.524887,0.533333,0.027,0,0.015625,0,15.625,0,18727,265469,32669,73.333333,68.333333,'Number of leaves: 38\nSize of the tree: 75\n',75,38,38,?
Atributos5,7,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,43,17,0,71.666667,28.333333,0,0.433333,0.350391,0.441064,70.078267,88.212753,60,3258.165384,-3198.165384,1,54.302756,-53.302756,18.876201,0.314603,31.460334,0.5,15,0.066667,2,0.933333,28,0.5,15,0.882353,0.5,0.638298,0.480822,0.775556,0.754424,0.716667,0.283333,0.716667,0.283333,0.766758,0.716667,0.702711,0.480822,0.775556,0.737387,0.702711,0.716667,0.023,0,0.015625,0,15.625,0,13995,265469,32669,95,83.333333,'Number of leaves: 25\nSize of the tree: 49\n',49,25,25,?
Atributos5,7,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,36,24,0,60,40,0,0.2,0.410445,0.626201,82.088987,125.240271,60,22565.466034,-22505.466034,1,376.091101,-375.091101,11.040926,0.184015,18.401544,0.566667,17,0.366667,11,0.633333,19,0.433333,13,0.607143,0.566667,0.586207,0.200446,0.558333,0.531376,0.6,0.4,0.6,0.4,0.600446,0.6,0.599555,0.200446,0.558333,0.539824,0.599555,0.6,0.036,0,0.046875,0,46.875,0,27827,265469,32669,65,60,'Number of leaves: 63\nSize of the tree: 125\n',125,63,63,?
Atributos5,7,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,42,18,0,70,30,0,0.4,0.311594,0.478566,62.318783,95.71324,60,8617.392116,-8557.392116,1,143.623202,-142.623202,23.156062,0.385934,38.593437,0.566667,17,0.166667,5,0.833333,25,0.433333,13,0.772727,0.566667,0.653846,0.415029,0.747222,0.673875,0.7,0.3,0.7,0.3,0.715311,0.7,0.69457,0.415029,0.747222,0.691418,0.69457,0.7,0.025,0,0.015625,0,15.625,0,17271,265469,32669,85,70,'Number of leaves: 34\nSize of the tree: 67\n',67,34,34,?
Atributos5,7,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,37,23,0,61.666667,38.333333,0,0.233333,0.389758,0.56774,77.951539,113.547952,60,11851.209565,-11791.209565,1,197.520159,-196.520159,13.254105,0.220902,22.090175,0.466667,14,0.233333,7,0.766667,23,0.533333,16,0.666667,0.466667,0.54902,0.2446,0.647222,0.603004,0.616667,0.383333,0.616667,0.383333,0.628205,0.616667,0.607843,0.2446,0.647222,0.607828,0.607843,0.616667,0.023,0,0.03125,0,31.25,0,18363,265469,32669,78.333333,66.666667,'Number of leaves: 37\nSize of the tree: 73\n',73,37,37,?
Atributos5,7,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,40,20,0,66.666667,33.333333,0,0.333333,0.367787,0.525547,73.557369,105.109404,60,6490.028759,-6430.028759,1,108.167146,-107.167146,16.036912,0.267282,26.728186,0.533333,16,0.2,6,0.8,24,0.466667,14,0.727273,0.533333,0.615385,0.345857,0.694444,0.660327,0.666667,0.333333,0.666667,0.333333,0.679426,0.666667,0.660633,0.345857,0.694444,0.671583,0.660633,0.666667,0.022,0,0.015625,0,15.625,0,16543,265469,32669,86.666667,70.833333,'Number of leaves: 32\nSize of the tree: 63\n',63,32,32,?
Atributos5,7,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,41,19,0,68.333333,31.666667,0,0.366667,0.334087,0.481628,66.817316,96.325654,60,5408.750169,-5348.750169,1,90.145836,-89.145836,20.522216,0.342037,34.203694,0.533333,16,0.166667,5,0.833333,25,0.466667,14,0.761905,0.533333,0.627451,0.384371,0.739444,0.690679,0.683333,0.316667,0.683333,0.316667,0.701465,0.683333,0.676044,0.384371,0.739444,0.698624,0.676044,0.683333,0.026,0,0.03125,0,31.25,0,14723,265469,32669,90,75.833333,'Number of leaves: 27\nSize of the tree: 53\n',53,27,27,?
Atributos5,7,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,38,22,0,63.333333,36.666667,0,0.266667,0.369202,0.534869,73.840491,106.973759,60,6492.754711,-6432.754711,1,108.212579,-107.212579,15.767925,0.262799,26.279875,0.566667,17,0.3,9,0.7,21,0.433333,13,0.653846,0.566667,0.607143,0.269069,0.696111,0.652036,0.633333,0.366667,0.633333,0.366667,0.635747,0.633333,0.631696,0.269069,0.696111,0.663599,0.631696,0.633333,0.034,0.001,0.03125,0,31.25,0,19091,265469,32669,83.333333,70.833333,'Number of leaves: 39\nSize of the tree: 77\n',77,39,39,?
Atributos5,7,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,37,23,0,61.666667,38.333333,0,0.233333,0.410867,0.545931,82.173372,109.186107,60,6491.801016,-6431.801016,1,108.196684,-107.196684,10.969801,0.18283,18.283002,0.666667,20,0.433333,13,0.566667,17,0.333333,10,0.606061,0.666667,0.634921,0.234509,0.623333,0.614296,0.616667,0.383333,0.616667,0.383333,0.617845,0.616667,0.615706,0.234509,0.623333,0.608311,0.615706,0.616667,0.037,0,0.015625,0,15.625,0,15087,265469,32669,90,82.5,'Number of leaves: 28\nSize of the tree: 55\n',55,28,28,?
Atributos5,7,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,34,26,0,56.666667,43.333333,0,0.133333,0.429977,0.604616,85.995449,120.923177,60,9719.303924,-9659.303924,1,161.988399,-160.988399,8.275974,0.137933,13.79329,0.766667,23,0.633333,19,0.366667,11,0.233333,7,0.547619,0.766667,0.638889,0.145479,0.65,0.632984,0.566667,0.433333,0.566667,0.433333,0.579365,0.566667,0.548611,0.145479,0.65,0.621412,0.548611,0.566667,0.036,0,0.03125,0,31.25,0,22731,265469,32669,81.666667,73.333333,'Number of leaves: 49\nSize of the tree: 97\n',97,49,49,?
Atributos5,7,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,31,29,0,51.666667,48.333333,0,0.033333,0.46571,0.591718,93.141949,118.343516,60,2225.746966,-2165.746966,1,37.095783,-36.095783,3.76542,0.062757,6.2757,0.366667,11,0.333333,10,0.666667,20,0.633333,19,0.52381,0.366667,0.431373,0.034943,0.547222,0.599925,0.516667,0.483333,0.516667,0.483333,0.518315,0.516667,0.505541,0.034943,0.547222,0.569869,0.505541,0.516667,0.03,0,0.03125,0,31.25,0,14359,265469,32669,96.666667,90.833333,'Number of leaves: 26\nSize of the tree: 51\n',51,26,26,?
Atributos5,8,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,37,23,0,61.666667,38.333333,0,0.233333,0.394828,0.576552,78.965665,115.310348,60,12924.699396,-12864.699396,1,215.411657,-214.411657,12.939721,0.215662,21.566202,0.533333,16,0.3,9,0.7,21,0.466667,14,0.64,0.533333,0.581818,0.236643,0.606111,0.627242,0.616667,0.383333,0.616667,0.383333,0.62,0.616667,0.613986,0.236643,0.606111,0.588508,0.613986,0.616667,0.036,0,0.03125,0,31.25,0,19819,265469,32669,75,65,'Number of leaves: 41\nSize of the tree: 81\n',81,41,41,?
Atributos5,8,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,40,20,0,66.666667,33.333333,0,0.333333,0.336689,0.550743,67.337845,110.148605,60,10777.244338,-10717.244338,1,179.620739,-178.620739,19.716598,0.32861,32.860996,0.666667,20,0.333333,10,0.666667,20,0.333333,10,0.666667,0.666667,0.666667,0.333333,0.721111,0.641175,0.666667,0.333333,0.666667,0.333333,0.666667,0.666667,0.666667,0.333333,0.721111,0.685842,0.666667,0.666667,0.034,0,0.03125,0,31.25,0,24187,265469,32669,83.333333,70,'Number of leaves: 53\nSize of the tree: 105\n',105,53,53,?
Atributos5,8,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,39,21,0,65,35,0,0.3,0.349062,0.554162,69.812366,110.832431,60,12917.021328,-12857.021328,1,215.283689,-214.283689,18.323809,0.305397,30.539682,0.7,21,0.4,12,0.6,18,0.3,9,0.636364,0.7,0.666667,0.301511,0.675556,0.657796,0.65,0.35,0.65,0.35,0.651515,0.65,0.649123,0.301511,0.675556,0.634087,0.649123,0.65,0.034,0,0.046875,0,46.875,0,20911,265469,32669,78.333333,66.666667,'Number of leaves: 44\nSize of the tree: 87\n',87,44,44,?
Atributos5,8,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,39,21,0,65,35,0,0.3,0.355972,0.575256,71.194444,115.051169,60,15063.930184,-15003.930184,1,251.065503,-250.065503,17.452215,0.29087,29.087025,0.666667,20,0.366667,11,0.633333,19,0.333333,10,0.645161,0.666667,0.655738,0.300167,0.656667,0.611313,0.65,0.35,0.65,0.35,0.650167,0.65,0.649903,0.300167,0.656667,0.614512,0.649903,0.65,0.033,0,0.03125,0,31.25,0,26007,265469,32669,71.666667,58.333333,'Number of leaves: 58\nSize of the tree: 115\n',115,58,58,?
Atributos5,8,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,40,20,0,66.666667,33.333333,0,0.333333,0.325559,0.531423,65.11177,106.284585,60,13977.751007,-13917.751007,1,232.962517,-231.962517,20.885815,0.348097,34.809692,0.733333,22,0.4,12,0.6,18,0.266667,8,0.647059,0.733333,0.6875,0.336336,0.701667,0.686905,0.666667,0.333333,0.666667,0.333333,0.669683,0.666667,0.665179,0.336336,0.701667,0.657137,0.665179,0.666667,0.034,0,0.03125,0,31.25,0,24187,265469,32669,78.333333,63.333333,'Number of leaves: 53\nSize of the tree: 105\n',105,53,53,?
Atributos5,8,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,33,27,0,55,45,0,0.1,0.4482,0.573107,89.639966,114.62149,60,4360.551991,-4300.551991,1,72.675867,-71.675867,6.152643,0.102544,10.254405,0.633333,19,0.533333,16,0.466667,14,0.366667,11,0.542857,0.633333,0.584615,0.101419,0.586667,0.609037,0.55,0.45,0.55,0.45,0.551429,0.55,0.546853,0.101419,0.586667,0.583217,0.546853,0.55,0.026,0,0.03125,0,31.25,0,14359,265469,32669,90,83.333333,'Number of leaves: 26\nSize of the tree: 51\n',51,26,26,?
Atributos5,8,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,36,24,0,60,40,0,0.2,0.398513,0.566655,79.70251,113.331018,60,11846.63923,-11786.63923,1,197.443987,-196.443987,12.09854,0.201642,20.164234,0.533333,16,0.333333,10,0.666667,20,0.466667,14,0.615385,0.533333,0.571429,0.201802,0.653333,0.639218,0.6,0.4,0.6,0.4,0.60181,0.6,0.598214,0.201802,0.653333,0.624798,0.598214,0.6,0.033,0,0.03125,0,31.25,0,17635,265469,32669,81.666667,70.833333,'Number of leaves: 35\nSize of the tree: 69\n',69,35,35,?
Atributos5,8,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,35,25,0,58.333333,41.666667,0,0.166667,0.39873,0.553989,79.745934,110.797786,60,9704.026601,-9644.026601,1,161.733777,-160.733777,12.056551,0.200943,20.094251,0.566667,17,0.4,12,0.6,18,0.433333,13,0.586207,0.566667,0.576271,0.166759,0.648333,0.623078,0.583333,0.416667,0.583333,0.416667,0.583426,0.583333,0.583218,0.166759,0.648333,0.619151,0.583218,0.583333,0.033,0.001,0.03125,0,31.25,0,18727,265469,32669,85,75.833333,'Number of leaves: 38\nSize of the tree: 75\n',75,38,38,?
Atributos5,8,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,40,20,0,66.666667,33.333333,0,0.333333,0.326831,0.432534,65.366101,86.506708,60,2186.989156,-2126.989156,1,36.449819,-35.449819,21.283133,0.354719,35.471888,0.9,27,0.566667,17,0.433333,13,0.1,3,0.613636,0.9,0.72973,0.376889,0.792778,0.772066,0.666667,0.333333,0.666667,0.333333,0.713068,0.666667,0.647474,0.376889,0.792778,0.743996,0.647474,0.666667,0.023,0,0.03125,0,31.25,0,9627,265469,32669,95,80.833333,'Number of leaves: 13\nSize of the tree: 25\n',25,13,13,?
Atributos5,8,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,38,22,0,63.333333,36.666667,0,0.266667,0.374466,0.556886,74.893292,111.377194,60,12916.390741,-12856.390741,1,215.273179,-214.273179,15.244449,0.254074,25.407416,0.766667,23,0.5,15,0.5,15,0.233333,7,0.605263,0.766667,0.676471,0.276686,0.651667,0.604633,0.633333,0.366667,0.633333,0.366667,0.643541,0.633333,0.626697,0.276686,0.651667,0.612034,0.626697,0.633333,0.034,0,0.03125,0,31.25,0,20547,265469,32669,78.333333,67.5,'Number of leaves: 43\nSize of the tree: 85\n',85,43,43,?
Atributos5,9,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,43,17,0,71.666667,28.333333,0,0.433333,0.317772,0.477004,63.554379,95.400828,60,7548.049426,-7488.049426,1,125.800824,-124.800824,22.507485,0.375125,37.512474,0.533333,16,0.1,3,0.9,27,0.466667,14,0.842105,0.533333,0.653061,0.465773,0.729444,0.71469,0.716667,0.283333,0.716667,0.283333,0.750321,0.716667,0.706812,0.465773,0.729444,0.68165,0.706812,0.716667,0.022,0,0.03125,0,31.25,0,17635,265469,32669,85,71.666667,'Number of leaves: 35\nSize of the tree: 69\n',69,35,35,?
Atributos5,9,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,29,31,0,48.333333,51.666667,0,-0.033333,0.510151,0.667877,102.030192,133.575487,60,20437.32021,-20377.32021,1,340.622003,-339.622003,-1.323239,-0.022054,-2.205398,0.466667,14,0.5,15,0.5,15,0.533333,16,0.482759,0.466667,0.474576,-0.033352,0.474444,0.469254,0.483333,0.516667,0.483333,0.516667,0.483315,0.483333,0.48319,-0.033352,0.474444,0.492147,0.48319,0.483333,0.025,0.001,0.015625,0,15.625,0,23095,265469,32669,66.666667,66.666667,'Number of leaves: 50\nSize of the tree: 99\n',99,50,50,?
Atributos5,9,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,40,20,0,66.666667,33.333333,0,0.333333,0.361977,0.555699,72.395411,111.139882,60,15055.835339,-14995.835339,1,250.930589,-249.930589,17.066642,0.284444,28.444403,0.633333,19,0.3,9,0.7,21,0.366667,11,0.678571,0.633333,0.655172,0.334077,0.654444,0.587216,0.666667,0.333333,0.666667,0.333333,0.667411,0.666667,0.666296,0.334077,0.654444,0.618174,0.666296,0.666667,0.034,0,0.046875,0,46.875,0,19091,265469,32669,75,64.166667,'Number of leaves: 39\nSize of the tree: 77\n',77,39,39,?
Atributos5,9,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20190613.1756,540,60,38,22,0,63.333333,36.666667,0,0.266667,0.335998,0.524923,67.19958,104.984631,60,11836.418156,-11776.418156,1,197.273636,-196.273636,19.516749,0.325279,32.527916,0.5,15,0.233333,7,0.766667,23,0.5,15,0.681818,0.5,0.576923,0.276686,0.703889,0.620835,0.633333,0.366667,0.633333,0.366667,0.643541,0.633333,0.626697,0.276686,0.703889,0.664161,0.626697,0.633333,0.027,0,0.015625,0,15.625,0,22367,265469,32669,81.666667,67.5,'Number of leaves: 48\nSize of the tree: 95\n',95,48,48,?
